schedule_id,staff_id,date,shift_type,start_time,end_time,location,assignments,breaks,overtime,quality_metrics,notes
SCH000978,DOC0017,2025-05-16,On-Call,2025-05-16 00:00:02.452019,2025-05-16 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Training', 'Documentation'], 'patient_load': 6, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 51, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.876872763295852, 'documentation_completion': 0.8485693612537393, 'protocol_adherence': 0.9031958056299454, 'team_collaboration': 4.1162628137973805}",New protocol implementation
SCH000979,DOC0017,2025-05-17,Day,2025-05-17 08:00:02.452019,2025-05-17 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care'], 'patient_load': 5, 'supervision': 'None', 'special_assignments': []}","{'lunch': 41, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.740871394186446, 'documentation_completion': 0.8695465773585717, 'protocol_adherence': 0.9946632492877534, 'team_collaboration': 3.5882592967023887}",Regular shift
SCH000980,DOC0017,2025-05-18,Day,2025-05-18 08:00:02.452019,2025-05-18 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 4, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 42, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.566625824249329, 'documentation_completion': 0.9677447521121342, 'protocol_adherence': 0.9283972171449159, 'team_collaboration': 4.177869612800596}",Team building activities
SCH000981,DOC0017,2025-05-19,On-Call,2025-05-19 00:00:02.452019,2025-05-19 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Quality Assurance', 'Training'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': ['Code Team']}","{'lunch': 34, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': False, 'hours': 3, 'reason': 'Special Project'}","{'patient_satisfaction': 4.47264036517366, 'documentation_completion': 0.9210990925380851, 'protocol_adherence': 0.9615892840657685, 'team_collaboration': 4.418823531305702}",Team building activities
SCH000982,DOC0017,2025-05-20,Night,2025-05-20 20:00:02.452019,2025-05-21 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 5, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 46, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.091087811704279, 'documentation_completion': 0.9017920806554921, 'protocol_adherence': 0.9096886350267682, 'team_collaboration': 4.891421335683502}",Quality improvement focus
SCH000983,DOC0017,2025-05-21,Day,2025-05-21 08:00:02.452019,2025-05-21 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Training'], 'patient_load': 3, 'supervision': 'Supervising', 'special_assignments': ['Code Team']}","{'lunch': 46, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.6541760725929704, 'documentation_completion': 0.8607002769866251, 'protocol_adherence': 0.973836878696604, 'team_collaboration': 3.6910748081332665}",Training day
SCH000984,DOC0017,2025-05-22,On-Call,2025-05-22 00:00:02.452019,2025-05-22 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training'], 'patient_load': 3, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 39, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': True, 'hours': 2, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.8806137209695954, 'documentation_completion': 0.9724554889099901, 'protocol_adherence': 0.9619490948780843, 'team_collaboration': 3.9032488068221745}",Regular shift
SCH000985,DOC0017,2025-05-23,Night,2025-05-23 20:00:02.452019,2025-05-24 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Documentation', 'Quality Assurance'], 'patient_load': 1, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 34, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.402329198281619, 'documentation_completion': 0.9323978274618127, 'protocol_adherence': 0.9019034228352723, 'team_collaboration': 4.204767121871386}",Quality improvement focus
SCH000986,DOC0017,2025-05-24,Night,2025-05-24 20:00:02.452019,2025-05-25 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 1, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 33, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': False, 'hours': 4, 'reason': 'Training'}","{'patient_satisfaction': 3.812290136013928, 'documentation_completion': 0.8729852330163259, 'protocol_adherence': 0.9916627667351964, 'team_collaboration': 4.981873969357412}",New protocol implementation
SCH000987,DOC0017,2025-05-25,Day,2025-05-25 08:00:02.452019,2025-05-25 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Patient Care', 'Training'], 'patient_load': 3, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 34, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.524621794228416, 'documentation_completion': 0.822617422284491, 'protocol_adherence': 0.9511929534561019, 'team_collaboration': 4.229670657117213}",New protocol implementation
SCH000988,DOC0017,2025-05-26,On-Call,2025-05-26 00:00:02.452019,2025-05-26 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Patient Care', 'Documentation'], 'patient_load': 9, 'supervision': 'Supervising', 'special_assignments': ['Code Team']}","{'lunch': 38, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.368927861081449, 'documentation_completion': 0.843902661275858, 'protocol_adherence': 0.9621179483838966, 'team_collaboration': 4.883235852656279}",Regular shift
SCH000989,DOC0017,2025-05-27,Night,2025-05-27 20:00:02.452019,2025-05-28 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Patient Care', 'Training'], 'patient_load': 6, 'supervision': 'Supervising', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 54, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.999136191653556, 'documentation_completion': 0.9613268186803631, 'protocol_adherence': 0.9588099676358072, 'team_collaboration': 4.045572838353686}",New protocol implementation
SCH000990,DOC0017,2025-05-28,Day,2025-05-28 08:00:02.452019,2025-05-28 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Documentation'], 'patient_load': 2, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 50, 'short_breaks': 4, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.838839585979081, 'documentation_completion': 0.9570512885965153, 'protocol_adherence': 0.9242194660744806, 'team_collaboration': 4.041181868133711}",New protocol implementation
SCH000991,DOC0017,2025-05-29,Day,2025-05-29 08:00:02.452019,2025-05-29 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Patient Care', 'Documentation'], 'patient_load': 8, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 41, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': False, 'hours': 4, 'reason': 'Emergency'}","{'patient_satisfaction': 3.5290950911862766, 'documentation_completion': 0.8045690381611085, 'protocol_adherence': 0.9755989173990762, 'team_collaboration': 4.088381588816872}",Regular shift
SCH000992,DOC0017,2025-05-30,Day,2025-05-30 08:00:02.452019,2025-05-30 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 10, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 56, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.137453097069253, 'documentation_completion': 0.8885839544724449, 'protocol_adherence': 0.9717842372316005, 'team_collaboration': 3.9434855635839368}",Training day
SCH000993,DOC0017,2025-05-31,Day,2025-05-31 08:00:02.452019,2025-05-31 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 8, 'supervision': 'Supervised', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 51, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': False, 'hours': 3, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.660665706251737, 'documentation_completion': 0.8866361977148565, 'protocol_adherence': 0.9528161545480001, 'team_collaboration': 3.50759972487157}",New protocol implementation
SCH000994,DOC0017,2025-06-01,Night,2025-06-01 20:00:02.452019,2025-06-02 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 7, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 56, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.750614533238514, 'documentation_completion': 0.8567236327691787, 'protocol_adherence': 0.9932106738229165, 'team_collaboration': 4.036375735786557}",Training day
SCH000995,DOC0017,2025-06-02,On-Call,2025-06-02 00:00:02.452019,2025-06-02 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 2, 'supervision': 'None', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 46, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': True, 'hours': 3, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.674205481121029, 'documentation_completion': 0.9431739261905725, 'protocol_adherence': 0.9917450910156796, 'team_collaboration': 3.883365098314057}",Quality improvement focus
SCH000996,DOC0017,2025-06-03,Night,2025-06-03 20:00:02.452019,2025-06-04 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care'], 'patient_load': 5, 'supervision': 'None', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 57, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.463773855111886, 'documentation_completion': 0.8464447164609443, 'protocol_adherence': 0.9742728687164445, 'team_collaboration': 4.737892088043049}",Regular shift
SCH000997,DOC0017,2025-06-04,Night,2025-06-04 20:00:02.452019,2025-06-05 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': []}","{'lunch': 45, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.405471298150165, 'documentation_completion': 0.9364838460991828, 'protocol_adherence': 0.9857361231768782, 'team_collaboration': 3.7730679793859014}",Regular shift
SCH000998,DOC0017,2025-06-05,Day,2025-06-05 08:00:02.452019,2025-06-05 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Patient Care'], 'patient_load': 6, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 39, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': False, 'hours': 2, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.492420984199999, 'documentation_completion': 0.9122931244802154, 'protocol_adherence': 0.9813411024859493, 'team_collaboration': 3.595441047710366}",New protocol implementation
SCH000999,DOC0017,2025-06-06,On-Call,2025-06-06 00:00:02.452019,2025-06-06 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Quality Assurance'], 'patient_load': 5, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 30, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': False, 'hours': 3, 'reason': 'Training'}","{'patient_satisfaction': 4.216113990097491, 'documentation_completion': 0.8313855182886625, 'protocol_adherence': 0.9946395685471399, 'team_collaboration': 4.961987572143146}",Team building activities
SCH001000,DOC0017,2025-06-07,On-Call,2025-06-07 00:00:02.452019,2025-06-07 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Training'], 'patient_load': 3, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 53, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.364855171434423, 'documentation_completion': 0.820301515850359, 'protocol_adherence': 0.931184636479032, 'team_collaboration': 4.373118251039743}",New protocol implementation
SCH001001,DOC0017,2025-06-08,Day,2025-06-08 08:00:02.452019,2025-06-08 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Documentation'], 'patient_load': 4, 'supervision': 'None', 'special_assignments': ['Rapid Response']}","{'lunch': 60, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.9138558501150404, 'documentation_completion': 0.8248521733293981, 'protocol_adherence': 0.906030158852551, 'team_collaboration': 4.2214941733982645}",Team building activities
SCH001002,DOC0017,2025-06-09,Night,2025-06-09 20:00:02.452019,2025-06-10 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Patient Care', 'Quality Assurance'], 'patient_load': 4, 'supervision': 'None', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 58, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.104561057640434, 'documentation_completion': 0.8017215819906152, 'protocol_adherence': 0.9724678018971191, 'team_collaboration': 4.949536298224925}",Training day
SCH001003,DOC0017,2025-06-10,On-Call,2025-06-10 00:00:02.452019,2025-06-10 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Quality Assurance', 'Training'], 'patient_load': 6, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response']}","{'lunch': 44, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.982045411634781, 'documentation_completion': 0.9591011806899452, 'protocol_adherence': 0.9251884154963389, 'team_collaboration': 4.663131266454535}",New protocol implementation
SCH001004,DOC0017,2025-06-11,On-Call,2025-06-11 00:00:02.452019,2025-06-11 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Quality Assurance', 'Documentation'], 'patient_load': 7, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 38, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.518808751079781, 'documentation_completion': 0.9457524600272664, 'protocol_adherence': 0.9639611668039397, 'team_collaboration': 4.971912488077924}",Quality improvement focus
SCH001005,DOC0017,2025-06-12,Day,2025-06-12 08:00:02.452019,2025-06-12 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 8, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 43, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': True, 'hours': 4, 'reason': 'Special Project'}","{'patient_satisfaction': 4.120839229136206, 'documentation_completion': 0.8528445553444821, 'protocol_adherence': 0.9080043299141235, 'team_collaboration': 3.5512104521568344}",Quality improvement focus
SCH001006,DOC0017,2025-06-13,Night,2025-06-13 20:00:02.452019,2025-06-14 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Patient Care', 'Quality Assurance'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': ['Emergency Response', 'Rapid Response']}","{'lunch': 54, 'short_breaks': 4, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.418938796330891, 'documentation_completion': 0.8735264190131053, 'protocol_adherence': 0.9039277173445246, 'team_collaboration': 3.5313944691614676}",Training day
SCH001007,DOC0017,2025-06-14,Day,2025-06-14 08:00:02.452019,2025-06-14 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Documentation', 'Quality Assurance'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': []}","{'lunch': 47, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.529564101649273, 'documentation_completion': 0.900190673945703, 'protocol_adherence': 0.9913965833197078, 'team_collaboration': 4.331181223282756}",New protocol implementation
SCH001008,DOC0017,2025-06-15,Night,2025-06-15 20:00:02.452019,2025-06-16 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Quality Assurance'], 'patient_load': 1, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response', 'Code Team']}","{'lunch': 43, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': True, 'hours': 2, 'reason': 'Emergency'}","{'patient_satisfaction': 4.068751716146304, 'documentation_completion': 0.8232418011448561, 'protocol_adherence': 0.9460633367171963, 'team_collaboration': 4.447240826095723}",Team building activities
SCH001009,DOC0017,2025-06-16,Day,2025-06-16 08:00:02.452019,2025-06-16 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Patient Care'], 'patient_load': 7, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 56, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.981244901989565, 'documentation_completion': 0.8531456428369814, 'protocol_adherence': 0.9397512475560068, 'team_collaboration': 4.4243757819467735}",Quality improvement focus
SCH001010,DOC0017,2025-06-17,On-Call,2025-06-17 00:00:02.452019,2025-06-17 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': []}","{'lunch': 37, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.389270375261416, 'documentation_completion': 0.9296150787871251, 'protocol_adherence': 0.9692694822710437, 'team_collaboration': 4.037619677805122}",Quality improvement focus
SCH001011,DOC0017,2025-06-18,Night,2025-06-18 20:00:02.452019,2025-06-19 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Patient Care', 'Quality Assurance'], 'patient_load': 8, 'supervision': 'None', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 32, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.837013334049413, 'documentation_completion': 0.8900836483077428, 'protocol_adherence': 0.9602678904687943, 'team_collaboration': 3.7428011886725394}",Team building activities
SCH001012,DOC0017,2025-06-19,On-Call,2025-06-19 00:00:02.452019,2025-06-19 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Training', 'Documentation'], 'patient_load': 8, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response', 'Emergency Response']}","{'lunch': 47, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.945475352286543, 'documentation_completion': 0.9116735683598431, 'protocol_adherence': 0.9848711700377588, 'team_collaboration': 4.029667647195473}",Regular shift
SCH001013,DOC0017,2025-06-20,Day,2025-06-20 08:00:02.452019,2025-06-20 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Patient Care'], 'patient_load': 9, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 47, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.527901637254672, 'documentation_completion': 0.9673123851917043, 'protocol_adherence': 0.9000756553734997, 'team_collaboration': 3.6509735990480197}",Training day
SCH001014,DOC0017,2025-06-21,On-Call,2025-06-21 00:00:02.452019,2025-06-21 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 10, 'supervision': 'None', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 32, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.413322916645634, 'documentation_completion': 0.9179688673304238, 'protocol_adherence': 0.9643972795030998, 'team_collaboration': 4.236798012867268}",Quality improvement focus
SCH001015,DOC0017,2025-06-22,Night,2025-06-22 20:00:02.452019,2025-06-23 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Documentation', 'Training'], 'patient_load': 8, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 40, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.8645053543186023, 'documentation_completion': 0.968267537238698, 'protocol_adherence': 0.9587541729953587, 'team_collaboration': 4.368563133888638}",Team building activities
SCH001016,DOC0017,2025-06-23,Day,2025-06-23 08:00:02.452019,2025-06-23 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Documentation', 'Patient Care'], 'patient_load': 9, 'supervision': 'None', 'special_assignments': ['Rapid Response']}","{'lunch': 47, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.5645682667850545, 'documentation_completion': 0.8535628723354255, 'protocol_adherence': 0.9124820116394954, 'team_collaboration': 4.891954163177356}",Regular shift
SCH001017,DOC0017,2025-06-24,Day,2025-06-24 08:00:02.452019,2025-06-24 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Quality Assurance', 'Training'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 60, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': False, 'hours': 4, 'reason': 'Training'}","{'patient_satisfaction': 4.058763516417111, 'documentation_completion': 0.827590595740959, 'protocol_adherence': 0.9533690124905873, 'team_collaboration': 4.464006191164193}",New protocol implementation
SCH001018,DOC0017,2025-06-25,Night,2025-06-25 20:00:02.452019,2025-06-26 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Training', 'Patient Care'], 'patient_load': 1, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response', 'Emergency Response']}","{'lunch': 54, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.339725061856328, 'documentation_completion': 0.8205106590687318, 'protocol_adherence': 0.9526034701176239, 'team_collaboration': 4.764123788981018}",New protocol implementation
SCH001019,DOC0017,2025-06-26,On-Call,2025-06-26 00:00:02.452019,2025-06-26 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Training', 'Quality Assurance'], 'patient_load': 4, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 58, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.866726646805447, 'documentation_completion': 0.8791203816447093, 'protocol_adherence': 0.9988520152632387, 'team_collaboration': 4.1190752412131495}",Training day
SCH001020,DOC0017,2025-06-27,Day,2025-06-27 08:00:02.452019,2025-06-27 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Documentation', 'Training'], 'patient_load': 2, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 36, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.615572227337699, 'documentation_completion': 0.8783665424607348, 'protocol_adherence': 0.9055838215296037, 'team_collaboration': 4.5910077079541995}",New protocol implementation
SCH001021,DOC0017,2025-06-28,Day,2025-06-28 08:00:02.452019,2025-06-28 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Documentation', 'Patient Care'], 'patient_load': 7, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 41, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.645628988067006, 'documentation_completion': 0.8164894906149671, 'protocol_adherence': 0.9696090459710818, 'team_collaboration': 4.2183865518631665}",New protocol implementation
SCH001022,DOC0017,2025-06-29,Night,2025-06-29 20:00:02.452019,2025-06-30 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care'], 'patient_load': 3, 'supervision': 'None', 'special_assignments': []}","{'lunch': 40, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.453323081638319, 'documentation_completion': 0.9851058095623566, 'protocol_adherence': 0.9482587116654465, 'team_collaboration': 4.423257878144688}",Team building activities
SCH001023,DOC0017,2025-06-30,Night,2025-06-30 20:00:02.452019,2025-07-01 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 2, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 30, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.6823460687565706, 'documentation_completion': 0.9854257858600884, 'protocol_adherence': 0.9095195356320235, 'team_collaboration': 4.896985103695271}",Team building activities
SCH001024,DOC0017,2025-07-01,Day,2025-07-01 08:00:02.452019,2025-07-01 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Patient Care', 'Training'], 'patient_load': 1, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 38, 'short_breaks': 4, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.591595895629229, 'documentation_completion': 0.8109128142552522, 'protocol_adherence': 0.9746499334119124, 'team_collaboration': 4.888527330409432}",Quality improvement focus
SCH001025,DOC0017,2025-07-02,On-Call,2025-07-02 00:00:02.452019,2025-07-02 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 4, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 57, 'short_breaks': 4, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.5954392655864824, 'documentation_completion': 0.8691121706825549, 'protocol_adherence': 0.9795525544470962, 'team_collaboration': 4.335616235061172}",Training day
